"reagent","source_labware","source_slot","source_well","dest_labware","dest_slot","dest_well","transfer_volume"
"tamGeneticsPCR2p4_69","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"E9",8.3
"tamGeneticsPCR2p4_70","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"F9",6.8
"tamGeneticsPCR2p4_71","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"G9",5.2
"tamGeneticsPCR2p4_72","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"H9",4.3
"tamGeneticsPCR2p4_73","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"A10",5
"tamGeneticsPCR2p4_74","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"B10",11.8
"tamGeneticsPCR2p4_75","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"C10",2.4
"tamGeneticsPCR2p4_76","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"D10",7.8
"tamGeneticsPCR2p4_77","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"E10",4.8
"tamGeneticsPCR2p4_78","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"F10",4.6
"tamGeneticsPCR2p4_79","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"G10",8.1
"tamGeneticsPCR2p4_80","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"H10",6.5
"tamGeneticsPCR2p4_81","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"A11",0
"tamGeneticsPCR2p4_82","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"B11",0
"tamGeneticsPCR2p4_83","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"C11",0
"tamGeneticsPCR2p4_84","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"D11",6.8
"tamGeneticsPCR2p4_85","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"E11",10.3
"tamGeneticsPCR2p4_86","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"F11",5.5
"tamGeneticsPCR2p4_87","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"G11",7.9
"tamGeneticsPCR2p4_88","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"H11",9.2
"tamGeneticsPCR2p4_89","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"A12",8.8
"tamGeneticsPCR2p4_90","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"B12",0
"tamGeneticsPCR2p4_91","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"C12",0
"tamGeneticsPCR2p4_92","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"D12",0
"tamGeneticsPCR2p4_93","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"E12",10.6
"tamGeneticsPCR2p4_94","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"F12",13.9
"tamGeneticsPCR2p4_95","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"G12",0
"tamGeneticsPCR2p4_96","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"H12",2.9
"tamGeneticsPCR2p5_01","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"A1",0
"tamGeneticsPCR2p5_02","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"B1",16.7
"tamGeneticsPCR2p5_03","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"C1",0
"tamGeneticsPCR2p5_04","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"D1",8.3
"tamGeneticsPCR2p5_05","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"E1",2
"tamGeneticsPCR2p5_06","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"F1",16.5
"tamGeneticsPCR2p5_07","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"G1",3.9
"tamGeneticsPCR2p5_08","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"H1",0
"tamGeneticsPCR2p5_09","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"A2",0
"tamGeneticsPCR2p5_10","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"B2",2
"tamGeneticsPCR2p5_11","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"C2",4.4
"tamGeneticsPCR2p5_12","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"D2",0
"tamGeneticsPCR2p5_13","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"E2",4.8
"tamGeneticsPCR2p5_14","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"F2",4.8
"tamGeneticsPCR2p5_15","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"G2",0
"tamGeneticsPCR2p5_16","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"H2",0
"tamGeneticsPCR2p5_17","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"A3",0
"tamGeneticsPCR2p5_18","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"B3",0
"tamGeneticsPCR2p5_19","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"C3",4
"tamGeneticsPCR2p5_20","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"D3",0
"tamGeneticsPCR2p5_21","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"E3",0
"tamGeneticsPCR2p5_22","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"F3",9
"tamGeneticsPCR2p5_23","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"G3",0
"tamGeneticsPCR2p5_24","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"H3",7.3
"tamGeneticsPCR2p5_25","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"A4",0
"tamGeneticsPCR2p5_26","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"B4",6.6
"tamGeneticsPCR2p5_27","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"C4",2.2
"tamGeneticsPCR2p5_28","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"D4",5.5
"tamGeneticsPCR2p5_29","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"E4",6.3
"tamGeneticsPCR2p5_30","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"F4",0
"tamGeneticsPCR2p5_31","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"G4",0
"tamGeneticsPCR2p5_32","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"H4",7.6
"tamGeneticsPCR2p5_33","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"A5",0
"tamGeneticsPCR2p5_34","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"B5",0
"tamGeneticsPCR2p5_35","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"C5",0
"tamGeneticsPCR2p5_36","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"D5",0
"tamGeneticsPCR2p5_37","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"E5",0
"tamGeneticsPCR2p5_38","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"F5",0
"tamGeneticsPCR2p5_39","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"G5",2.5
"tamGeneticsPCR2p5_40","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"H5",7.2
"tamGeneticsPCR2p5_41","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"A6",0
"tamGeneticsPCR2p5_42","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"B6",0
"tamGeneticsPCR2p5_43","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"C6",0
"tamGeneticsPCR2p5_44","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"D6",0
"tamGeneticsPCR2p5_45","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"E6",0
"tamGeneticsPCR2p5_46","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"F6",0
"tamGeneticsPCR2p5_47","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"G6",0
"tamGeneticsPCR2p5_48","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"H6",0
"tamGeneticsPCR2p5_49","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"A7",0
"tamGeneticsPCR2p5_50","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"B7",0
"tamGeneticsPCR2p5_51","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"C7",0
"tamGeneticsPCR2p5_52","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"D7",10.6
"tamGeneticsPCR2p5_53","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"E7",0
"tamGeneticsPCR2p5_54","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"F7",3
"tamGeneticsPCR2p5_55","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"G7",9.6
"tamGeneticsPCR2p5_56","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",8,"H7",0
